player_id,name,nationality,position,sub_position,market_value_m,minutes_played,goals,assists,key_passes,tackles,interceptions,pass_accuracy,goals_per_90,assists_per_90,image_url,foot,height_in_cm,date_of_birth,games_played,yellow_cards,red_cards,market_value_in_eur,latest_market_value_in_eur
62094,James Tavernier,England,Defender,Right-Back,6.5,24723,86,65,41,60,49,74.0,0.31,0.24,https://img.a.transfermarkt.technology/portrait/header/62094-1663162918.jpg?lm=1,right,182.0,1991-10-31 00:00:00,290,37,0,6500000.0,6500000.0
258923,Marcus Rashford,England,Attack,Left Winger,40.0,18996,86,58,74,17,13,72.4,0.41,0.27,https://img.a.transfermarkt.technology/portrait/header/258923-1674473054.jpg?lm=1,right,185.0,1997-10-31 00:00:00,286,20,1,40000000.0,40000000.0
318528,Marcus Thuram,France,Attack,Centre-Forward,60.0,16850,85,54,66,15,11,82.2,0.45,0.29,https://img.a.transfermarkt.technology/portrait/header/318528-1746041509.jpg?lm=1,right,192.0,1997-08-06 00:00:00,249,20,1,60000000.0,60000000.0
344381,Christopher Nkunku,France,Attack,Centre-Forward,65.0,14789,85,51,58,13,10,89.7,0.52,0.31,https://img.a.transfermarkt.technology/portrait/header/344381-1663686834.jpg?lm=1,right,177.0,1997-11-14 00:00:00,235,18,0,65000000.0,65000000.0
198008,André Silva,Portugal,Attack,Centre-Forward,6.0,14057,84,35,55,12,9,70.1,0.54,0.22,https://img.a.transfermarkt.technology/portrait/header/198008-1724336978.jpg?lm=1,right,186.0,1995-11-06 00:00:00,232,14,0,6000000.0,6000000.0
576024,Julián Alvarez,Argentina,Attack,Centre-Forward,100.0,13485,84,35,52,12,9,76.8,0.56,0.23,https://img.a.transfermarkt.technology/portrait/header/576024-1684920938.jpg?lm=1,right,170.0,2000-01-31 00:00:00,210,14,0,100000000.0,100000000.0
546543,Darwin Núñez,Uruguay,Attack,Centre-Forward,70.0,12338,84,37,48,11,8,91.8,0.61,0.27,https://img.a.transfermarkt.technology/portrait/header/546543-1681827179.jpg?lm=1,right,185.0,1999-06-24 00:00:00,217,31,1,70000000.0,70000000.0
36139,Dušan Tadić,Serbia,Attack,Right Winger,2.0,20482,83,103,80,18,14,80.3,0.36,0.45,https://img.a.transfermarkt.technology/portrait/header/36139-1728391824.JPG?lm=1,left,181.0,1988-11-20 00:00:00,250,20,0,2000000.0,2000000.0
238055,Rafa Silva,Portugal,Attack,Second Striker,5.0,20986,83,73,82,19,14,85.0,0.36,0.31,https://img.a.transfermarkt.technology/portrait/header/238055-1727356372.png?lm=1,right,172.0,1993-05-17 00:00:00,273,32,0,5000000.0,5000000.0
523318,Anastasios Douvikas,Greece,Attack,Centre-Forward,6.0,12999,81,19,51,12,9,87.6,0.56,0.13,https://img.a.transfermarkt.technology/portrait/header/523318-1682331342.jpg?lm=1,right,186.0,1999-08-02 00:00:00,218,11,0,6000000.0,6000000.0
398184,Ferran Torres,Spain,Attack,Centre-Forward,30.0,14748,81,30,57,13,10,65.6,0.49,0.18,https://img.a.transfermarkt.technology/portrait/header/398184-1779789996.jpg?lm=1,right,183.0,2000-02-29 00:00:00,272,22,2,30000000.0,30000000.0
225744,Lawrence Shankland,Scotland,Attack,Centre-Forward,2.5,15897,81,32,62,14,11,78.8,0.46,0.18,https://img.a.transfermarkt.technology/portrait/header/225744-1710925414.jpg?lm=1,right,185.0,1995-08-10 00:00:00,192,32,0,2500000.0,2500000.0
288230,Ousmane Dembélé,France,Attack,Centre-Forward,100.0,14731,80,65,57,13,10,72.5,0.49,0.4,https://img.a.transfermarkt.technology/portrait/header/288230-1684148641.jpg?lm=1,both,179.0,1997-05-15 00:00:00,237,23,0,100000000.0,100000000.0
357164,Rafael Leão,Portugal,Attack,Left Winger,90.0,19087,80,65,74,17,13,86.8,0.38,0.31,https://img.a.transfermarkt.technology/portrait/header/357164-1730126553.jpg?lm=1,right,188.0,1999-06-10 00:00:00,281,38,0,90000000.0,90000000.0
278359,Borja Iglesias,Spain,Attack,Centre-Forward,5.0,14233,79,16,55,13,9,73.6,0.5,0.1,https://img.a.transfermarkt.technology/portrait/header/278359-1686661509.jpg?lm=1,right,187.0,1993-01-17 00:00:00,262,24,2,5000000.0,5000000.0
159471,Serge Gnabry,Germany,Attack,Second Striker,20.0,14451,79,57,56,13,10,71.6,0.49,0.35,https://img.a.transfermarkt.technology/portrait/header/159471-1759909173.jpg?lm=1,right,176.0,1995-07-14 00:00:00,258,9,0,20000000.0,20000000.0
82442,Olivier Giroud,France,Attack,Centre-Forward,3.0,13566,79,22,53,12,9,76.4,0.52,0.15,https://img.a.transfermarkt.technology/portrait/header/82442-1725258600.jpg?lm=1,left,192.0,1986-09-30 00:00:00,221,22,1,3000000.0,3000000.0
314875,Jarrod Bowen,England,Attack,Right Winger,35.0,21825,79,61,85,19,15,67.4,0.33,0.25,https://img.a.transfermarkt.technology/portrait/header/314875-1662362005.jpg?lm=1,left,176.0,1996-12-20 00:00:00,266,17,0,35000000.0,35000000.0
228645,Wout Weghorst,Netherlands,Attack,Centre-Forward,3.5,17148,79,31,67,15,11,67.2,0.41,0.16,https://img.a.transfermarkt.technology/portrait/header/228645-1727259675.jpg?lm=1,right,197.0,1992-08-07 00:00:00,241,36,0,3500000.0,3500000.0
72047,Iago Aspas,Spain,Attack,Centre-Forward,1.8,17274,78,49,67,15,12,88.0,0.41,0.26,https://img.a.transfermarkt.technology/portrait/header/72047-1758827533.jpg?lm=1,left,176.0,1987-08-01 00:00:00,246,43,1,1800000.0,1800000.0
433177,Bukayo Saka,England,Attack,Right Winger,130.0,21463,78,72,83,19,14,69.7,0.33,0.3,https://img.a.transfermarkt.technology/portrait/header/433177-1684155052.jpg?lm=1,left,178.0,2001-09-05 00:00:00,284,30,0,130000000.0,130000000.0
464259,Aleksandr Sobolev,Russia,Attack,Centre-Forward,5.0,12907,77,37,50,11,9,68.0,0.54,0.26,https://img.a.transfermarkt.technology/portrait/header/464259-1756747166.png?lm=1,right,195.0,1997-03-07 00:00:00,208,56,3,5000000.0,5000000.0
185077,Vincenzo Grifo,Italy,Attack,Left Winger,5.0,19065,77,64,74,17,13,71.0,0.36,0.3,https://img.a.transfermarkt.technology/portrait/header/185077-1753983973.jpg?lm=1,right,180.0,1993-04-07 00:00:00,268,17,0,5000000.0,5000000.0
406040,Ademola Lookman,Nigeria,Attack,Left Winger,35.0,15365,77,42,60,14,10,76.4,0.45,0.25,https://img.a.transfermarkt.technology/portrait/header/406040-1769763751.jpg?lm=1,right,174.0,1997-10-20 00:00:00,242,23,0,35000000.0,35000000.0
532826,Mason Greenwood,England,Attack,Right Winger,50.0,15172,77,28,59,13,10,75.7,0.46,0.17,https://img.a.transfermarkt.technology/portrait/header/532826-1693987766.jpg?lm=1,both,181.0,2001-10-01 00:00:00,208,18,1,50000000.0,50000000.0
309400,Kai Havertz,Germany,Attack,Centre-Forward,55.0,18288,77,40,71,16,12,67.7,0.38,0.2,https://img.a.transfermarkt.technology/portrait/header/309400-1782889722.jpg?lm=1,left,193.0,1999-06-11 00:00:00,267,38,0,55000000.0,55000000.0
362667,Mateo Cassierra,Colombia,Attack,Centre-Forward,9.0,13617,75,30,53,12,9,72.0,0.5,0.2,https://img.a.transfermarkt.technology/portrait/header/362667-1756747129.png?lm=1,right,186.0,1997-04-13 00:00:00,205,6,0,9000000.0,9000000.0
344869,Simon Banza,DR Congo,Attack,Centre-Forward,11.0,10964,75,20,43,10,7,84.9,0.62,0.16,https://img.a.transfermarkt.technology/portrait/header/344869-1726586877.jpg?lm=1,right,189.0,1996-08-13 00:00:00,182,28,1,11000000.0,11000000.0
382528,Kerem Aktürkoğlu,Türkiye,Attack,Left Winger,22.0,17533,75,60,68,16,12,76.8,0.38,0.31,https://img.a.transfermarkt.technology/portrait/header/382528-1765381227.png?lm=1,right,172.0,1998-10-21 00:00:00,262,25,0,22000000.0,22000000.0
372267,Guus Til,Netherlands,Midfield,Attacking Midfield,15.0,14881,75,37,74,26,20,65.1,0.45,0.22,https://img.a.transfermarkt.technology/portrait/header/372267-1765213922.jpg?lm=1,right,188.0,1997-12-22 00:00:00,232,17,0,15000000.0,15000000.0
69511,Patrick Mortensen,Denmark,Attack,Centre-Forward,0.3,13570,75,8,53,12,9,78.1,0.5,0.05,https://img.a.transfermarkt.technology/portrait/header/69511-1747724252.jpg?lm=1,right,188.0,1989-07-13 00:00:00,165,16,0,300000.0,300000.0
550550,Gonçalo Ramos,Portugal,Attack,Centre-Forward,35.0,10402,74,23,40,9,7,89.4,0.64,0.2,https://img.a.transfermarkt.technology/portrait/header/550550-1681906158.jpg?lm=1,right,185.0,2001-06-20 00:00:00,216,21,0,35000000.0,35000000.0
48067,Artem Dzyuba,Russia,Attack,Centre-Forward,2.0,12766,74,45,50,11,9,74.4,0.52,0.32,https://img.a.transfermarkt.technology/portrait/header/48067-1757606039.png?lm=1,right,197.0,1988-08-22 00:00:00,177,10,0,2000000.0,2000000.0
206050,Paulo Dybala,Argentina,Attack,Second Striker,5.0,14515,73,48,56,13,10,90.3,0.45,0.3,https://img.a.transfermarkt.technology/portrait/header/206050-1725530843.jpg?lm=1,left,177.0,1993-11-15 00:00:00,229,19,0,5000000.0,5000000.0
581678,Jude Bellingham,England,Midfield,Attacking Midfield,160.0,21467,72,59,107,38,29,73.2,0.3,0.25,https://img.a.transfermarkt.technology/portrait/header/581678-1748102891.jpg?lm=1,right,186.0,2003-06-29 00:00:00,274,60,3,160000000.0,160000000.0
368482,Riccardo Orsolini,Italy,Attack,Right Winger,25.0,14681,72,23,57,13,10,82.6,0.44,0.14,https://img.a.transfermarkt.technology/portrait/header/368482-1724827463.jpg?lm=1,left,186.0,1997-01-24 00:00:00,245,20,1,25000000.0,25000000.0
552955,Santiago Gimenez,Mexico,Attack,Centre-Forward,40.0,9007,72,20,35,8,6,65.7,0.72,0.2,https://img.a.transfermarkt.technology/portrait/header/552955-1739903736.jpg?lm=1,left,180.0,2001-04-18 00:00:00,144,18,2,40000000.0,40000000.0
418659,Amine Gouiri,Algeria,Attack,Centre-Forward,28.0,15213,72,35,59,14,10,80.7,0.43,0.21,https://img.a.transfermarkt.technology/portrait/header/418659-1762353913.jpg?lm=1,right,180.0,2000-02-16 00:00:00,220,23,0,28000000.0,28000000.0
420002,Jean-Philippe Mateta,France,Attack,Centre-Forward,40.0,13031,71,12,51,12,9,79.6,0.49,0.08,https://img.a.transfermarkt.technology/portrait/header/420002-1723202650.jpg?lm=1,right,192.0,1997-06-28 00:00:00,217,20,0,40000000.0,40000000.0
487969,Randal Kolo Muani,France,Attack,Centre-Forward,25.0,15992,71,43,62,14,11,69.1,0.4,0.24,https://img.a.transfermarkt.technology/portrait/header/487969-1718697120.jpg?lm=1,right,187.0,1998-12-05 00:00:00,237,20,1,25000000.0,25000000.0
181375,Sébastien Haller,Cote d'Ivoire,Attack,Centre-Forward,2.0,12650,71,28,49,11,8,74.5,0.51,0.2,https://img.a.transfermarkt.technology/portrait/header/181375-1745174015.jpg?lm=1,right,190.0,1994-06-22 00:00:00,197,13,0,2000000.0,2000000.0
580195,Jamal Musiala,Germany,Midfield,Attacking Midfield,130.0,13475,70,45,67,24,18,89.5,0.47,0.3,https://img.a.transfermarkt.technology/portrait/header/580195-1781163507.jpg?lm=1,right,184.0,2003-02-26 00:00:00,233,14,0,130000000.0,130000000.0
398065,Harvey Barnes,England,Attack,Left Winger,32.0,15451,70,35,60,14,10,85.1,0.41,0.2,https://img.a.transfermarkt.technology/portrait/header/398065-1761079974.jpg?lm=1,right,182.0,1997-12-09 00:00:00,246,11,0,32000000.0,32000000.0
211072,Paulinho,Portugal,Attack,Centre-Forward,7.0,11959,70,38,47,11,8,84.4,0.53,0.29,https://img.a.transfermarkt.technology/portrait/header/211072-1612359887.jpg?lm=1,left,188.0,1992-11-09 00:00:00,174,31,0,7000000.0,7000000.0
489463,Kyogo Furuhashi,Japan,Attack,Centre-Forward,6.0,9498,69,18,37,8,6,69.7,0.65,0.17,https://img.a.transfermarkt.technology/portrait/header/489463-1671709799.jpg?lm=1,right,170.0,1995-01-20 00:00:00,150,7,0,6000000.0,6000000.0
192565,Leroy Sané,Germany,Attack,Right Winger,23.0,17381,69,63,68,15,12,88.1,0.36,0.33,https://img.a.transfermarkt.technology/portrait/header/192565-1694587968.jpg?lm=1,left,183.0,1996-01-11 00:00:00,265,21,0,23000000.0,23000000.0
317806,Cyriel Dessers,Nigeria,Attack,Centre-Forward,4.5,11049,69,22,43,10,7,78.9,0.56,0.18,https://img.a.transfermarkt.technology/portrait/header/317806-1757717180.png?lm=1,right,185.0,1994-12-08 00:00:00,209,16,0,4500000.0,4500000.0
126414,Hakan Çalhanoğlu,Türkiye,Midfield,Defensive Midfield,22.0,20460,68,59,102,36,27,81.9,0.3,0.26,https://img.a.transfermarkt.technology/portrait/header/126414-1709035146.jpg?lm=1,right,178.0,1994-02-08 00:00:00,279,46,0,22000000.0,22000000.0
429983,Jørgen Strand Larsen,Norway,Attack,Centre-Forward,40.0,15503,68,24,60,14,10,80.2,0.39,0.14,https://img.a.transfermarkt.technology/portrait/header/429983-1743541067.jpg?lm=1,right,193.0,2000-02-06 00:00:00,222,25,0,40000000.0,40000000.0
331726,Tammy Abraham,England,Attack,Centre-Forward,14.0,13162,68,28,51,12,9,86.6,0.46,0.19,https://img.a.transfermarkt.technology/portrait/header/331726-1761563884.jpg?lm=1,right,194.0,1997-10-02 00:00:00,241,21,0,14000000.0,14000000.0
177843,Domenico Berardi,Italy,Attack,Right Winger,10.0,12265,68,48,48,11,8,66.9,0.5,0.35,https://img.a.transfermarkt.technology/portrait/header/177843-1692883147.jpg?lm=1,left,183.0,1994-08-01 00:00:00,154,32,1,10000000.0,10000000.0
108725,Chris Wood,New Zealand,Attack,Centre-Forward,8.0,14294,67,10,56,13,10,66.1,0.42,0.06,https://img.a.transfermarkt.technology/portrait/header/108725-1740646786.jpg?lm=1,right,191.0,1991-12-07 00:00:00,209,3,0,8000000.0,8000000.0
